Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Relative Growth Rate,Standard Error of the Mean for Relative Growth Rate
50057-3,SK-BR-3,10056-101-1,Selumetinib,0.37,uM,LJP6,1.0097,0.0100,1.0142,0.0153
50057-3,SK-BR-3,10052-101-1,Sirolimus,0.37,uM,LJP6,0.6254,0.0189,0.3734,0.0590
50057-3,SK-BR-3,10008-101-1,Sorafenib,0.37,uM,LJP6,0.9730,0.0227,0.9555,0.0380
50057-3,SK-BR-3,10119-101-1,SU11274,0.37,uM,LJP5,1.0960,0.0244,1.1611,0.0424
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.37,uM,LJP5,0.9535,0.0215,0.9267,0.0313
50057-3,SK-BR-3,10171-101-1,TGX221,0.37,uM,LJP5,0.9564,0.0108,0.9280,0.0176
50057-3,SK-BR-3,10079-101-1,Torin1,0.37,uM,LJP6,0.3646,0.0124,-0.0603,0.0757
50057-3,SK-BR-3,10080-101-1,Torin2,0.37,uM,LJP5,0.3135,0.0136,-0.1436,0.0666
50057-3,SK-BR-3,10021-101-1,Tozasertib,0.37,uM,LJP5,0.3447,0.0063,-0.0916,0.0583
50057-3,SK-BR-3,10142-101-1,Trametinib,0.37,uM,LJP5,0.7354,0.0329,0.5544,0.0722
50057-3,SK-BR-3,10111-101-1,TWS119,0.37,uM,LJP5,1.0571,0.0181,1.0974,0.0356
50057-3,SK-BR-3,10068-101-1,Vemurafenib,0.37,uM,LJP5,1.0348,0.0235,1.0625,0.0412
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.37,uM,LJP5,0.5276,0.0612,0.2201,0.0865
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.37,uM,LJP6,0.4590,0.0408,0.1013,0.0681
50057-3,SK-BR-3,10064-101-1,WYE-125132,0.37,uM,LJP6,0.3978,0.0166,-0.0065,0.0849
50057-3,SK-BR-3,10084-101-1,WZ3105,0.37,uM,LJP5,0.2586,0.0318,-0.2375,0.1041
50057-3,SK-BR-3,10086-101-1,XMD11-50,0.37,uM,LJP6,0.7435,0.0280,0.5681,0.0660
50057-3,SK-BR-3,10149-102-1,Y39983,0.37,uM,LJP6,0.8536,0.0413,0.7479,0.0823
50057-3,SK-BR-3,10109-101-1,YM 201636,0.37,uM,LJP5,1.0404,0.0282,1.0644,0.0426
50057-3,SK-BR-3,10053-101-1,ZSTK474,0.37,uM,LJP6,0.4834,0.0131,0.1396,0.0496
50057-3,SK-BR-3,10133-101-1,Afatinib,1.11,uM,LJP6,0.3645,0.0277,-0.0628,0.1010
50057-3,SK-BR-3,10035-101-1,Sigma A6730,1.11,uM,LJP5,0.7455,0.0185,0.5753,0.0407
50057-3,SK-BR-3,10011-101-1,Alvocidib,1.11,uM,LJP6,0.2178,0.0297,-0.3074,0.1167
50057-3,SK-BR-3,10004-101-1,AT-7519,1.11,uM,LJP6,0.2568,0.0277,-0.2384,0.0860
50057-3,SK-BR-3,10158-101-1,AZD 5438,1.11,uM,LJP6,0.3287,0.0259,-0.1168,0.0631
50057-3,SK-BR-3,10059-101-1,AZD-6482,1.11,uM,LJP5,0.9263,0.0427,0.8853,0.0622
50057-3,SK-BR-3,10006-101-1,AZD7762,1.11,uM,LJP6,0.2632,0.0126,-0.2295,0.0865
50057-3,SK-BR-3,10007-101-1,AZD8055,1.11,uM,LJP6,0.3356,0.0137,-0.1057,0.0534
50057-3,SK-BR-3,10164-101-1,AZD8330,1.11,uM,LJP5,0.8587,0.0128,0.7640,0.0265
50057-3,SK-BR-3,10067-101-1,Barasertib,1.11,uM,LJP5,0.3648,0.0168,-0.0564,0.0474
50057-3,SK-BR-3,10041-101-1,BI-2536,1.11,uM,LJP6,0.3228,0.0489,-0.1308,0.1195
50057-3,SK-BR-3,10028-102-1,BMS345541,1.11,uM,LJP6,0.7360,0.0140,0.5599,0.0338
50057-3,SK-BR-3,10132-101-1,SNS-032,1.11,uM,LJP6,0.2345,0.0114,-0.2781,0.0933
50057-3,SK-BR-3,10234-101-1,GDC-0980,1.11,uM,LJP5,0.3507,0.0138,-0.0817,0.0645
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,1.11,uM,LJP5,0.9981,0.0417,1.0004,0.0662
50057-3,SK-BR-3,10046-101-1,SB590885,1.11,uM,LJP5,1.1253,0.0129,1.2083,0.0227
50057-3,SK-BR-3,10190-101-1,PIK-93,1.11,uM,LJP5,0.9548,0.0640,0.9358,0.0976
50057-3,SK-BR-3,10031-101-1,KIN001-043,1.11,uM,LJP6,0.7874,0.0143,0.6447,0.0378
50057-3,SK-BR-3,10233-101-1,Alpelisib,1.11,uM,LJP5,0.7215,0.0277,0.5408,0.0273
50057-3,SK-BR-3,10161-101-1,Luminespib,1.11,uM,LJP5,0.4080,0.0186,0.0152,0.0495
50057-3,SK-BR-3,10045-101-1,A443654,1.11,uM,LJP6,0.2669,0.0312,-0.2246,0.1084
50057-3,SK-BR-3,10063-102-1,OSI-027,1.11,uM,LJP6,0.4369,0.0318,0.0617,0.0772
50057-3,SK-BR-3,10087-101-1,XMD11-85h,1.11,uM,LJP6,0.8325,0.0225,0.7167,0.0517
50057-3,SK-BR-3,10017-101-1,HG-6-64-01,1.11,uM,LJP6,0.7636,0.0143,0.6088,0.0067
50057-3,SK-BR-3,10039-101-1,WH-4-025,1.11,uM,LJP5,0.9415,0.0592,0.8968,0.0965
50057-3,SK-BR-3,10082-101-1,WZ-4-145,1.11,uM,LJP6,0.5105,0.0085,0.1856,0.0361
50057-3,SK-BR-3,10091-101-1,XMD16-144,1.11,uM,LJP5,0.3908,0.0022,-0.0159,0.0637
50057-3,SK-BR-3,10177-101-1,Brivanib,1.11,uM,LJP5,0.9299,0.0401,0.8797,0.0669
50057-3,SK-BR-3,10147-101-1,Buparlisib,1.11,uM,LJP5,0.2907,0.0152,-0.1847,0.0926
50057-3,SK-BR-3,10055-101-1,BX-912,1.11,uM,LJP5,0.3588,0.0118,-0.0665,0.0437
50057-3,SK-BR-3,10120-102-1,Canertinib,1.11,uM,LJP6,0.3549,0.0144,-0.0767,0.0797
50057-3,SK-BR-3,10117-101-1,Celastrol,1.11,uM,LJP6,0.3183,0.0098,-0.1356,0.0641
50057-3,SK-BR-3,10025-101-1,CGP60474,1.11,uM,LJP5,0.2762,0.0292,-0.2107,0.1140
50057-3,SK-BR-3,10025-101-1,CGP60474,1.11,uM,LJP6,0.2381,0.0153,-0.2699,0.0794
50057-3,SK-BR-3,10180-101-1,CHIR-99021,1.11,uM,LJP6,0.8344,0.0524,0.7149,0.0979
50057-3,SK-BR-3,10010-101-1,CP724714,1.11,uM,LJP5,0.4891,0.0155,0.1480,0.0572
50057-3,SK-BR-3,10009-101-1,CP466722,1.11,uM,LJP5,0.9827,0.0507,0.9738,0.0865
50057-3,SK-BR-3,10027-101-1,Crizotinib,1.11,uM,LJP5,0.7729,0.0550,0.6243,0.0901
50057-3,SK-BR-3,10140-101-1,Momelotinib,1.11,uM,LJP5,0.8094,0.0423,0.6840,0.0697
50057-3,SK-BR-3,10020-101-1,Dasatinib,1.11,uM,LJP5,0.8651,0.0277,0.7759,0.0464
50057-3,SK-BR-3,10020-101-1,Dasatinib,1.11,uM,LJP6,0.8299,0.0242,0.7184,0.0359
50057-3,SK-BR-3,10127-101-1,Dovitinib,1.11,uM,LJP5,0.6701,0.0577,0.4611,0.0622
50057-3,SK-BR-3,10069-101-1,Enzastaurin,1.11,uM,LJP5,1.0613,0.0136,1.1026,0.0235
50057-3,SK-BR-3,10097-101-1,Erlotinib,1.11,uM,LJP5,0.9585,0.0298,0.9332,0.0502
50057-3,SK-BR-3,10157-101-1,Foretinib,1.11,uM,LJP5,0.3662,0.0120,-0.0543,0.0437
50057-3,SK-BR-3,10040-101-1,R406,1.11,uM,LJP6,1.0552,0.0480,1.0873,0.0814
50057-3,SK-BR-3,10047-101-1,Pictilisib,1.11,uM,LJP6,0.4282,0.0308,0.0463,0.0817
50057-3,SK-BR-3,10098-101-1,Gefitinib,1.11,uM,LJP6,0.6297,0.0147,0.3822,0.0464
50057-3,SK-BR-3,10108-101-1,Geldanamycin,1.11,uM,LJP5,0.3883,0.0334,-0.0137,0.0253
50057-3,SK-BR-3,10108-101-1,Geldanamycin,1.11,uM,LJP6,0.3745,0.0192,-0.0396,0.0410
50057-3,SK-BR-3,10172-101-1,GSK1059615,1.11,uM,LJP5,0.4302,0.0162,0.0531,0.0341
50057-3,SK-BR-3,10172-101-1,GSK1059615,1.11,uM,LJP6,0.3947,0.0056,-0.0096,0.0665
50057-3,SK-BR-3,10134-101-1,GSK1904529A,1.11,uM,LJP6,0.9689,0.0153,0.9492,0.0255
50057-3,SK-BR-3,10146-101-1,Omipalisib,1.11,uM,LJP6,0.2812,0.0338,-0.2003,0.1064
50057-3,SK-BR-3,10128-101-1,GSK 690693,1.11,uM,LJP5,0.7330,0.0205,0.5583,0.0177
50057-3,SK-BR-3,10014-101-1,GW843682X,1.11,uM,LJP6,0.3184,0.0258,-0.1378,0.0937
50057-3,SK-BR-3,10015-101-1,HG-5-113-01,1.11,uM,LJP5,0.4311,0.0751,0.0646,0.0879
50057-3,SK-BR-3,10016-101-1,HG-5-88-01,1.11,uM,LJP6,0.7963,0.0170,0.6579,0.0438
50057-3,SK-BR-3,10023-103-1,Imatinib,1.11,uM,LJP6,1.0355,0.0274,1.0537,0.0420
50057-3,SK-BR-3,10100-101-1,JNK-9L,1.11,uM,LJP6,0.4764,0.0269,0.1311,0.0378
50057-3,SK-BR-3,10019-101-1,JW-7-24-1,1.11,uM,LJP6,0.6501,0.0180,0.4197,0.0188
50057-3,SK-BR-3,10051-104-1,Lapatinib,1.11,uM,LJP6,0.3952,0.0157,-0.0074,0.0597
50057-3,SK-BR-3,10115-102-1,LDN-193189,1.11,uM,LJP5,1.0095,0.0236,1.0202,0.0419
50057-3,SK-BR-3,10182-101-1,Linifanib,1.11,uM,LJP6,1.0468,0.0341,1.0745,0.0574
50057-3,SK-BR-3,10135-101-1,Linsitinib,1.11,uM,LJP5,0.8430,0.0312,0.7417,0.0477
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,1.11,uM,LJP5,0.3316,0.0372,-0.1131,0.0855
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,1.11,uM,LJP6,0.2961,0.0322,-0.1759,0.1060
50057-3,SK-BR-3,10057-102-1,MK2206,1.11,uM,LJP6,0.6316,0.0235,0.3894,0.0252
50057-3,SK-BR-3,10018-101-1,Neratinib,1.11,uM,LJP5,0.3354,0.0377,-0.1128,0.1209
50057-3,SK-BR-3,10099-101-1,Nilotinib,1.11,uM,LJP5,1.1029,0.0223,1.1689,0.0303
50057-3,SK-BR-3,10151-101-1,Nintedanib,1.11,uM,LJP6,0.8746,0.0105,0.7929,0.0086
50057-3,SK-BR-3,10061-101-1,NU7441,1.11,uM,LJP5,0.8321,0.0478,0.7156,0.0844
50057-3,SK-BR-3,10232-101-1,Dactolisib,1.11,uM,LJP5,0.3752,0.0332,-0.0385,0.0623
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,1.11,uM,LJP6,0.7881,0.0530,0.6492,0.0871
50057-3,SK-BR-3,10071-101-1,Palbociclib,1.11,uM,LJP6,0.7301,0.0066,0.5513,0.0172
50057-3,SK-BR-3,10101-101-1,PD0325901,1.11,uM,LJP5,0.8383,0.0137,0.7330,0.0081
50057-3,SK-BR-3,10101-101-1,PD0325901,1.11,uM,LJP6,0.8136,0.0247,0.6941,0.0223
50057-3,SK-BR-3,10026-101-1,PD173074,1.11,uM,LJP6,1.0693,0.0462,1.1122,0.0777
50057-3,SK-BR-3,10048-101-1,PD184352,1.11,uM,LJP5,1.0335,0.0057,1.0547,0.0066
50057-3,SK-BR-3,10159-101-1,Pelitinib,1.11,uM,LJP5,0.3465,0.0307,-0.0907,0.0941
50057-3,SK-BR-3,10116-101-1,PF431396,1.11,uM,LJP5,0.4135,0.0161,0.0253,0.0338
50057-3,SK-BR-3,10112-101-1,PF477736,1.11,uM,LJP5,0.3183,0.0327,-0.1380,0.0999
50057-3,SK-BR-3,10072-101-1,PF562271,1.11,uM,LJP6,0.5013,0.0224,0.1728,0.0223
50057-3,SK-BR-3,10125-101-1,PHA-665752,1.11,uM,LJP5,1.0645,0.0376,1.1062,0.0629
50057-3,SK-BR-3,10073-101-1,PHA-793887,1.11,uM,LJP6,0.3799,0.0284,-0.0294,0.0385
50057-3,SK-BR-3,10126-101-1,PI103,1.11,uM,LJP6,0.3941,0.0315,-0.0094,0.0772
50057-3,SK-BR-3,10049-101-1,PLX-4720,1.11,uM,LJP5,1.0555,0.0301,1.0979,0.0532
50057-3,SK-BR-3,10075-101-1,QL-X-138,1.11,uM,LJP6,0.4835,0.0172,0.1408,0.0440
50057-3,SK-BR-3,10077-101-1,QL-XII-47,1.11,uM,LJP6,0.3428,0.0140,-0.0960,0.0711
50057-3,SK-BR-3,10480-101-1,Radicicol,1.11,uM,LJP5,0.4076,0.0266,0.0113,0.0830
50057-3,SK-BR-3,10480-101-1,Radicicol,1.11,uM,LJP6,0.3768,0.0251,-0.0392,0.0791
50057-3,SK-BR-3,10001-101-1,Seliciclib,1.11,uM,LJP5,0.9164,0.0253,0.8649,0.0375
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,1.11,uM,LJP5,0.9646,0.0105,0.9392,0.0214
50057-3,SK-BR-3,10148-101-1,XL147,1.11,uM,LJP5,1.1502,0.0432,1.2445,0.0668
50057-3,SK-BR-3,10032-101-1,Saracatinib,1.11,uM,LJP6,0.9323,0.0298,0.8816,0.0548
50057-3,SK-BR-3,10056-101-1,Selumetinib,1.11,uM,LJP6,0.9904,0.0192,0.9857,0.0302
50057-3,SK-BR-3,10052-101-1,Sirolimus,1.11,uM,LJP6,0.6158,0.0105,0.3598,0.0388
50057-3,SK-BR-3,10008-101-1,Sorafenib,1.11,uM,LJP6,0.9932,0.0185,0.9919,0.0316
50057-3,SK-BR-3,10119-101-1,SU11274,1.11,uM,LJP5,1.0152,0.0306,1.0298,0.0491
50057-3,SK-BR-3,10141-101-1,Fedratinib,1.11,uM,LJP5,0.8567,0.0375,0.7678,0.0534
50057-3,SK-BR-3,10171-101-1,TGX221,1.11,uM,LJP5,0.9934,0.0182,0.9918,0.0316
50057-3,SK-BR-3,10079-101-1,Torin1,1.11,uM,LJP6,0.3416,0.0182,-0.1005,0.0932
50057-3,SK-BR-3,10080-101-1,Torin2,1.11,uM,LJP5,0.3084,0.0229,-0.1524,0.0765
50057-3,SK-BR-3,10021-101-1,Tozasertib,1.11,uM,LJP5,0.3525,0.0050,-0.0783,0.0555
50057-3,SK-BR-3,10142-101-1,Trametinib,1.11,uM,LJP5,0.7653,0.0238,0.6064,0.0526
50057-3,SK-BR-3,10111-101-1,TWS119,1.11,uM,LJP5,1.0316,0.0210,1.0568,0.0389
50057-3,SK-BR-3,10068-101-1,Vemurafenib,1.11,uM,LJP5,1.0191,0.0247,1.0367,0.0434
50057-3,SK-BR-3,10481-101-1,Withaferin A,1.11,uM,LJP5,0.3571,0.0128,-0.0733,0.0798
50057-3,SK-BR-3,10481-101-1,Withaferin A,1.11,uM,LJP6,0.3289,0.0121,-0.1163,0.0468
50057-3,SK-BR-3,10064-101-1,WYE-125132,1.11,uM,LJP6,0.3960,0.0213,-0.0076,0.0772
50057-3,SK-BR-3,10084-101-1,WZ3105,1.11,uM,LJP5,0.2572,0.0387,-0.2388,0.1046
50057-3,SK-BR-3,10086-101-1,XMD11-50,1.11,uM,LJP6,0.6905,0.0342,0.4776,0.0852
50057-3,SK-BR-3,10149-102-1,Y39983,1.11,uM,LJP6,0.7847,0.0497,0.6322,0.0994
50057-3,SK-BR-3,10109-101-1,YM 201636,1.11,uM,LJP5,0.9441,0.0255,0.9072,0.0426
50057-3,SK-BR-3,10053-101-1,ZSTK474,1.11,uM,LJP6,0.4115,0.0074,0.0190,0.0604
50057-3,SK-BR-3,10133-101-1,Afatinib,3.33,uM,LJP6,0.3721,0.0159,-0.0478,0.0772
50057-3,SK-BR-3,10035-101-1,Sigma A6730,3.33,uM,LJP5,0.7511,0.0213,0.5892,0.0166
50057-3,SK-BR-3,10011-101-1,Alvocidib,3.33,uM,LJP6,0.2227,0.0380,-0.2986,0.1210
50057-3,SK-BR-3,10004-101-1,AT-7519,3.33,uM,LJP6,0.1994,0.0334,-0.3348,0.1013
50057-3,SK-BR-3,10158-101-1,AZD 5438,3.33,uM,LJP6,0.2587,0.0177,-0.2364,0.0861
50057-3,SK-BR-3,10059-101-1,AZD-6482,3.33,uM,LJP5,0.6389,0.0039,0.3975,0.0409
50057-3,SK-BR-3,10006-101-1,AZD7762,3.33,uM,LJP6,0.2493,0.0115,-0.2518,0.0809
50057-3,SK-BR-3,10007-101-1,AZD8055,3.33,uM,LJP6,0.3281,0.0156,-0.1191,0.0649
50057-3,SK-BR-3,10164-101-1,AZD8330,3.33,uM,LJP5,0.8683,0.0117,0.7814,0.0190
50057-3,SK-BR-3,10067-101-1,Barasertib,3.33,uM,LJP5,0.3556,0.0154,-0.0720,0.0492
50057-3,SK-BR-3,10041-101-1,BI-2536,3.33,uM,LJP6,0.3184,0.0356,-0.1383,0.1060
50057-3,SK-BR-3,10028-102-1,BMS345541,3.33,uM,LJP6,0.5018,0.0102,0.1678,0.0642
50057-3,SK-BR-3,10132-101-1,SNS-032,3.33,uM,LJP6,0.2289,0.0209,-0.2895,0.1107
50057-3,SK-BR-3,10234-101-1,GDC-0980,3.33,uM,LJP5,0.3666,0.0205,-0.0546,0.0625
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,3.33,uM,LJP5,0.9943,0.0446,0.9967,0.0696
50057-3,SK-BR-3,10046-101-1,SB590885,3.33,uM,LJP5,1.1003,0.0097,1.1684,0.0226
50057-3,SK-BR-3,10190-101-1,PIK-93,3.33,uM,LJP5,0.7481,0.0213,0.5839,0.0188
50057-3,SK-BR-3,10031-101-1,KIN001-043,3.33,uM,LJP6,0.7960,0.0211,0.6565,0.0547
50057-3,SK-BR-3,10233-101-1,Alpelisib,3.33,uM,LJP5,0.5820,0.0186,0.3029,0.0517
50057-3,SK-BR-3,10161-101-1,Luminespib,3.33,uM,LJP5,0.4077,0.0208,0.0137,0.0616
50057-3,SK-BR-3,10045-101-1,A443654,3.33,uM,LJP6,0.2449,0.0232,-0.2599,0.0948
50057-3,SK-BR-3,10063-102-1,OSI-027,3.33,uM,LJP6,0.4297,0.0288,0.0499,0.0722
50057-3,SK-BR-3,10087-101-1,XMD11-85h,3.33,uM,LJP6,0.8507,0.0214,0.7473,0.0483
50057-3,SK-BR-3,10017-101-1,HG-6-64-01,3.33,uM,LJP6,0.5586,0.0179,0.2676,0.0182
50057-3,SK-BR-3,10039-101-1,WH-4-025,3.33,uM,LJP5,0.8537,0.0673,0.7517,0.1130
50057-3,SK-BR-3,10082-101-1,WZ-4-145,3.33,uM,LJP6,0.4579,0.0213,0.1005,0.0191
50057-3,SK-BR-3,10091-101-1,XMD16-144,3.33,uM,LJP5,0.4004,0.0082,0.0018,0.0502
50057-3,SK-BR-3,10177-101-1,Brivanib,3.33,uM,LJP5,0.9213,0.0362,0.8660,0.0610
50057-3,SK-BR-3,10147-101-1,Buparlisib,3.33,uM,LJP5,0.2527,0.0143,-0.2468,0.0874
50057-3,SK-BR-3,10055-101-1,BX-912,3.33,uM,LJP5,0.3739,0.0197,-0.0398,0.0298
50057-3,SK-BR-3,10120-102-1,Canertinib,3.33,uM,LJP6,0.3343,0.0093,-0.1102,0.0728
50057-3,SK-BR-3,10117-101-1,Celastrol,3.33,uM,LJP6,0.2691,0.0044,-0.2185,0.0737
50057-3,SK-BR-3,10025-101-1,CGP60474,3.33,uM,LJP5,0.2478,0.0228,-0.2568,0.1056
50057-3,SK-BR-3,10025-101-1,CGP60474,3.33,uM,LJP6,0.2040,0.0133,-0.3270,0.0838
50057-3,SK-BR-3,10180-101-1,CHIR-99021,3.33,uM,LJP6,0.8378,0.0549,0.7206,0.1004
50057-3,SK-BR-3,10010-101-1,CP724714,3.33,uM,LJP5,0.4395,0.0043,0.0661,0.0517
50057-3,SK-BR-3,10009-101-1,CP466722,3.33,uM,LJP5,0.9219,0.0750,0.8829,0.1245
50057-3,SK-BR-3,10027-101-1,Crizotinib,3.33,uM,LJP5,0.5913,0.0585,0.3258,0.0840
50057-3,SK-BR-3,10140-101-1,Momelotinib,3.33,uM,LJP5,0.6942,0.0454,0.4958,0.0658
50057-3,SK-BR-3,10020-101-1,Dasatinib,3.33,uM,LJP5,0.6814,0.0551,0.4713,0.0909
50057-3,SK-BR-3,10020-101-1,Dasatinib,3.33,uM,LJP6,0.5678,0.0182,0.2794,0.0522
50057-3,SK-BR-3,10127-101-1,Dovitinib,3.33,uM,LJP5,0.5506,0.0374,0.2580,0.0269
50057-3,SK-BR-3,10069-101-1,Enzastaurin,3.33,uM,LJP5,1.0732,0.0186,1.1192,0.0278
50057-3,SK-BR-3,10097-101-1,Erlotinib,3.33,uM,LJP5,0.9250,0.0402,0.8821,0.0638
50057-3,SK-BR-3,10157-101-1,Foretinib,3.33,uM,LJP5,0.3782,0.0133,-0.0344,0.0458
50057-3,SK-BR-3,10040-101-1,R406,3.33,uM,LJP6,1.0624,0.0407,1.0992,0.0682
50057-3,SK-BR-3,10047-101-1,Pictilisib,3.33,uM,LJP6,0.4001,0.0259,0.0001,0.0745
50057-3,SK-BR-3,10098-101-1,Gefitinib,3.33,uM,LJP6,0.5867,0.0199,0.3100,0.0573
50057-3,SK-BR-3,10108-101-1,Geldanamycin,3.33,uM,LJP5,0.2995,0.0335,-0.1659,0.0784
50057-3,SK-BR-3,10108-101-1,Geldanamycin,3.33,uM,LJP6,0.3045,0.0121,-0.1579,0.0584
50057-3,SK-BR-3,10172-101-1,GSK1059615,3.33,uM,LJP5,0.2394,0.0186,-0.2693,0.0940
50057-3,SK-BR-3,10172-101-1,GSK1059615,3.33,uM,LJP6,0.2655,0.0235,-0.2223,0.0670
50057-3,SK-BR-3,10134-101-1,GSK1904529A,3.33,uM,LJP6,1.0030,0.0022,1.0048,0.0034
50057-3,SK-BR-3,10146-101-1,Omipalisib,3.33,uM,LJP6,0.2294,0.0288,-0.2864,0.1054
50057-3,SK-BR-3,10128-101-1,GSK 690693,3.33,uM,LJP5,0.7645,0.0176,0.6105,0.0124
50057-3,SK-BR-3,10014-101-1,GW843682X,3.33,uM,LJP6,0.2911,0.0192,-0.1837,0.0932
50057-3,SK-BR-3,10015-101-1,HG-5-113-01,3.33,uM,LJP5,0.3324,0.0176,-0.1096,0.0401
50057-3,SK-BR-3,10016-101-1,HG-5-88-01,3.33,uM,LJP6,0.7659,0.0469,0.6022,0.0943
50057-3,SK-BR-3,10023-103-1,Imatinib,3.33,uM,LJP6,1.0570,0.0290,1.0922,0.0482
50057-3,SK-BR-3,10100-101-1,JNK-9L,3.33,uM,LJP6,0.3315,0.0292,-0.1105,0.0479
50057-3,SK-BR-3,10019-101-1,JW-7-24-1,3.33,uM,LJP6,0.5439,0.0200,0.2435,0.0167
50057-3,SK-BR-3,10051-104-1,Lapatinib,3.33,uM,LJP6,0.4004,0.0088,0.0001,0.0649
50057-3,SK-BR-3,10115-102-1,LDN-193189,3.33,uM,LJP5,0.3594,0.0958,-0.0504,0.1123
50057-3,SK-BR-3,10182-101-1,Linifanib,3.33,uM,LJP6,1.0451,0.0358,1.0706,0.0603
50057-3,SK-BR-3,10135-101-1,Linsitinib,3.33,uM,LJP5,0.8052,0.0185,0.6762,0.0319
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,3.33,uM,LJP5,0.2312,0.0236,-0.2789,0.0639
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,3.33,uM,LJP6,0.2147,0.0398,-0.3078,0.0957
50057-3,SK-BR-3,10057-102-1,MK2206,3.33,uM,LJP6,0.5486,0.0156,0.2502,0.0263
50057-3,SK-BR-3,10018-101-1,Neratinib,3.33,uM,LJP5,0.3170,0.0343,-0.1434,0.1185
50057-3,SK-BR-3,10099-101-1,Nilotinib,3.33,uM,LJP5,1.0798,0.0272,1.1311,0.0416
50057-3,SK-BR-3,10151-101-1,Nintedanib,3.33,uM,LJP6,0.7593,0.0313,0.6004,0.0519
50057-3,SK-BR-3,10061-101-1,NU7441,3.33,uM,LJP5,0.7783,0.0316,0.6338,0.0470
50057-3,SK-BR-3,10232-101-1,Dactolisib,3.33,uM,LJP5,0.3775,0.0067,-0.0375,0.0618
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,3.33,uM,LJP6,0.5067,0.0470,0.1746,0.1009
50057-3,SK-BR-3,10071-101-1,Palbociclib,3.33,uM,LJP6,0.7112,0.0258,0.5220,0.0297
50057-3,SK-BR-3,10101-101-1,PD0325901,3.33,uM,LJP5,0.6523,0.0036,0.4208,0.0321
50057-3,SK-BR-3,10101-101-1,PD0325901,3.33,uM,LJP6,0.6538,0.0257,0.4277,0.0180
50057-3,SK-BR-3,10026-101-1,PD173074,3.33,uM,LJP6,1.0569,0.0430,1.0939,0.0719
50057-3,SK-BR-3,10048-101-1,PD184352,3.33,uM,LJP5,1.0040,0.0248,1.0028,0.0386
50057-3,SK-BR-3,10159-101-1,Pelitinib,3.33,uM,LJP5,0.3693,0.0365,-0.0511,0.0886
50057-3,SK-BR-3,10116-101-1,PF431396,3.33,uM,LJP5,0.3861,0.0143,-0.0205,0.0367
50057-3,SK-BR-3,10112-101-1,PF477736,3.33,uM,LJP5,0.3057,0.0291,-0.1567,0.0820
50057-3,SK-BR-3,10072-101-1,PF562271,3.33,uM,LJP6,0.3645,0.0119,-0.0570,0.0432
50057-3,SK-BR-3,10125-101-1,PHA-665752,3.33,uM,LJP5,0.9849,0.0293,0.9806,0.0468
50057-3,SK-BR-3,10073-101-1,PHA-793887,3.33,uM,LJP6,0.3592,0.0246,-0.0643,0.0398
50057-3,SK-BR-3,10126-101-1,PI103,3.33,uM,LJP6,0.3576,0.0330,-0.0736,0.1031
50057-3,SK-BR-3,10049-101-1,PLX-4720,3.33,uM,LJP5,0.7736,0.0248,0.6183,0.0604
50057-3,SK-BR-3,10075-101-1,QL-X-138,3.33,uM,LJP6,0.4288,0.0043,0.0486,0.0495
50057-3,SK-BR-3,10077-101-1,QL-XII-47,3.33,uM,LJP6,0.2682,0.0159,-0.2225,0.0948
50057-3,SK-BR-3,10480-101-1,Radicicol,3.33,uM,LJP5,0.4020,0.0135,0.0043,0.0541
50057-3,SK-BR-3,10480-101-1,Radicicol,3.33,uM,LJP6,0.3787,0.0195,-0.0342,0.0588
50057-3,SK-BR-3,10001-101-1,Seliciclib,3.33,uM,LJP5,0.8013,0.0249,0.6735,0.0248
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,3.33,uM,LJP5,0.9920,0.0309,0.9858,0.0507
50057-3,SK-BR-3,10148-101-1,XL147,3.33,uM,LJP5,1.1328,0.0271,1.2180,0.0407
50057-3,SK-BR-3,10032-101-1,Saracatinib,3.33,uM,LJP6,0.8335,0.0116,0.7206,0.0333
50057-3,SK-BR-3,10056-101-1,Selumetinib,3.33,uM,LJP6,0.9974,0.0194,0.9919,0.0320
50057-3,SK-BR-3,10052-101-1,Sirolimus,3.33,uM,LJP6,0.6005,0.0125,0.3351,0.0354
50057-3,SK-BR-3,10008-101-1,Sorafenib,3.33,uM,LJP6,1.0023,0.0268,1.0036,0.0445
50057-3,SK-BR-3,10119-101-1,SU11274,3.33,uM,LJP5,0.9653,0.0228,0.9467,0.0350
50057-3,SK-BR-3,10141-101-1,Fedratinib,3.33,uM,LJP5,0.6892,0.0457,0.4874,0.0663
