Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Normalized Growth Rate Inhibition Value,Standard Error of the Mean for Normalized Growth Rate Inhibition Value
50583-7,MCF 10A,10046-101-1,SB590885,0.12,uM,LJP5,0.9590,0.0575,0.9728,0.0342
50583-7,MCF 10A,10046-101-1,SB590885,0.37,uM,LJP5,0.9745,0.0504,0.9834,0.0300
50583-7,MCF 10A,10046-101-1,SB590885,1.11,uM,LJP5,0.9746,0.0296,0.9852,0.0180
50583-7,MCF 10A,10046-101-1,SB590885,3.33,uM,LJP5,0.9349,0.0237,0.9640,0.0100
50583-7,MCF 10A,10046-101-1,SB590885,10,uM,LJP5,0.5667,0.0905,0.6993,0.0424
50583-7,MCF 10A,10047-101-1,Pictilisib,0.04,uM,LJP6,0.7907,0.1530,0.8693,0.0890
50583-7,MCF 10A,10047-101-1,Pictilisib,0.12,uM,LJP6,0.6904,0.1656,0.7923,0.1069
50583-7,MCF 10A,10047-101-1,Pictilisib,0.37,uM,LJP6,0.5067,0.1499,0.6253,0.1187
50583-7,MCF 10A,10047-101-1,Pictilisib,1.11,uM,LJP6,0.3255,0.0981,0.4269,0.0834
50583-7,MCF 10A,10047-101-1,Pictilisib,3.33,uM,LJP6,0.2291,0.0643,0.2891,0.0500
50583-7,MCF 10A,10047-101-1,Pictilisib,10,uM,LJP6,0.1356,0.0445,0.1021,0.0219
50583-7,MCF 10A,10048-101-1,PD184352,0.04,uM,LJP5,0.5260,0.0511,0.6612,0.0093
50583-7,MCF 10A,10048-101-1,PD184352,0.12,uM,LJP5,0.4154,0.0681,0.5467,0.0334
50583-7,MCF 10A,10048-101-1,PD184352,0.37,uM,LJP5,0.3382,0.0681,0.4543,0.0338
50583-7,MCF 10A,10048-101-1,PD184352,1.11,uM,LJP5,0.2807,0.0669,0.3713,0.0457
50583-7,MCF 10A,10048-101-1,PD184352,3.33,uM,LJP5,0.2224,0.0567,0.2787,0.0391
50583-7,MCF 10A,10048-101-1,PD184352,10,uM,LJP5,0.1663,0.0577,0.1650,0.0402
50583-7,MCF 10A,10049-101-1,PLX-4720,0.04,uM,LJP5,0.9979,0.0198,0.9980,0.0111
50583-7,MCF 10A,10049-101-1,PLX-4720,0.12,uM,LJP5,0.9895,0.0420,0.9903,0.0227
50583-7,MCF 10A,10049-101-1,PLX-4720,0.37,uM,LJP5,0.9786,0.0564,0.9822,0.0310
50583-7,MCF 10A,10049-101-1,PLX-4720,1.11,uM,LJP5,1.0103,0.0703,1.0017,0.0391
50583-7,MCF 10A,10049-101-1,PLX-4720,3.33,uM,LJP5,1.0016,0.0595,1.0023,0.0379
50583-7,MCF 10A,10049-101-1,PLX-4720,10,uM,LJP5,0.8229,0.0707,0.8964,0.0325
50583-7,MCF 10A,10051-104-1,Lapatinib,0.04,uM,LJP6,0.9531,0.0346,0.9747,0.0165
50583-7,MCF 10A,10051-104-1,Lapatinib,0.12,uM,LJP6,0.9242,0.0398,0.9566,0.0196
50583-7,MCF 10A,10051-104-1,Lapatinib,0.37,uM,LJP6,0.9029,0.0512,0.9429,0.0269
50583-7,MCF 10A,10051-104-1,Lapatinib,1.11,uM,LJP6,0.8254,0.0842,0.8946,0.0436
50583-7,MCF 10A,10051-104-1,Lapatinib,3.33,uM,LJP6,0.6314,0.1438,0.7466,0.0931
50583-7,MCF 10A,10051-104-1,Lapatinib,10,uM,LJP6,0.2413,0.0948,0.2883,0.1002
50583-7,MCF 10A,10052-101-1,Sirolimus,0.04,uM,LJP6,0.9575,0.0677,0.9815,0.0428
50583-7,MCF 10A,10052-101-1,Sirolimus,0.12,uM,LJP6,0.9913,0.0604,0.9991,0.0395
50583-7,MCF 10A,10052-101-1,Sirolimus,0.37,uM,LJP6,0.9815,0.0726,0.9947,0.0474
50583-7,MCF 10A,10052-101-1,Sirolimus,1.11,uM,LJP6,0.9860,0.0676,0.9972,0.0442
50583-7,MCF 10A,10052-101-1,Sirolimus,3.33,uM,LJP6,0.9913,0.0787,0.9998,0.0516
50583-7,MCF 10A,10052-101-1,Sirolimus,10,uM,LJP6,0.9675,0.0769,0.9860,0.0501
50583-7,MCF 10A,10053-101-1,ZSTK474,0.04,uM,LJP6,0.9132,0.0753,0.9539,0.0376
50583-7,MCF 10A,10053-101-1,ZSTK474,0.12,uM,LJP6,0.7457,0.1245,0.8421,0.0697
50583-7,MCF 10A,10053-101-1,ZSTK474,0.37,uM,LJP6,0.5732,0.1383,0.6983,0.0921
50583-7,MCF 10A,10053-101-1,ZSTK474,1.11,uM,LJP6,0.3514,0.0859,0.4716,0.0482
50583-7,MCF 10A,10053-101-1,ZSTK474,3.33,uM,LJP6,0.2295,0.0610,0.2958,0.0280
50583-7,MCF 10A,10053-101-1,ZSTK474,10,uM,LJP6,0.1661,0.0412,0.1788,0.0397
50583-7,MCF 10A,10055-101-1,BX-912,0.04,uM,LJP5,0.9161,0.0097,0.9500,0.0013
50583-7,MCF 10A,10055-101-1,BX-912,0.12,uM,LJP5,0.8705,0.0545,0.9197,0.0355
50583-7,MCF 10A,10055-101-1,BX-912,0.37,uM,LJP5,0.5533,0.1711,0.6478,0.1740
50583-7,MCF 10A,10055-101-1,BX-912,1.11,uM,LJP5,0.1782,0.0263,0.2062,0.0388
50583-7,MCF 10A,10055-101-1,BX-912,3.33,uM,LJP5,0.1613,0.0219,0.1719,0.0392
50583-7,MCF 10A,10055-101-1,BX-912,10,uM,LJP5,0.1264,0.0255,0.0883,0.0331
50583-7,MCF 10A,10056-101-1,Selumetinib,0.04,uM,LJP6,0.4593,0.0618,0.5980,0.0148
50583-7,MCF 10A,10056-101-1,Selumetinib,0.12,uM,LJP6,0.3366,0.0658,0.4552,0.0304
50583-7,MCF 10A,10056-101-1,Selumetinib,0.37,uM,LJP6,0.2690,0.0583,0.3597,0.0326
50583-7,MCF 10A,10056-101-1,Selumetinib,1.11,uM,LJP6,0.2217,0.0558,0.2814,0.0306
50583-7,MCF 10A,10056-101-1,Selumetinib,3.33,uM,LJP6,0.2034,0.0526,0.2497,0.0234
50583-7,MCF 10A,10056-101-1,Selumetinib,10,uM,LJP6,0.1680,0.0505,0.1772,0.0242
50583-7,MCF 10A,10057-102-1,MK2206,0.04,uM,LJP6,0.9802,0.0352,0.9896,0.0219
50583-7,MCF 10A,10057-102-1,MK2206,0.12,uM,LJP6,0.9487,0.0346,0.9723,0.0210
50583-7,MCF 10A,10057-102-1,MK2206,0.37,uM,LJP6,0.5985,0.1758,0.7046,0.1277
50583-7,MCF 10A,10057-102-1,MK2206,1.11,uM,LJP6,0.8134,0.0765,0.8916,0.0389
50583-7,MCF 10A,10057-102-1,MK2206,3.33,uM,LJP6,0.7300,0.0931,0.8333,0.0472
50583-7,MCF 10A,10057-102-1,MK2206,10,uM,LJP6,0.3186,0.0862,0.4290,0.0521
50583-7,MCF 10A,10059-101-1,AZD-6482,0.04,uM,LJP5,0.9843,0.0223,0.9935,0.0112
50583-7,MCF 10A,10059-101-1,AZD-6482,0.12,uM,LJP5,0.9117,0.0658,0.9524,0.0322
50583-7,MCF 10A,10059-101-1,AZD-6482,0.37,uM,LJP5,0.8888,0.0663,0.9376,0.0320
50583-7,MCF 10A,10059-101-1,AZD-6482,1.11,uM,LJP5,0.8190,0.1029,0.8911,0.0545
50583-7,MCF 10A,10059-101-1,AZD-6482,3.33,uM,LJP5,0.7516,0.1396,0.8419,0.0814
50583-7,MCF 10A,10059-101-1,AZD-6482,10,uM,LJP5,0.3011,0.1144,0.3602,0.1404
50583-7,MCF 10A,10061-101-1,NU7441,0.04,uM,LJP5,1.0400,0.0094,1.0223,0.0037
50583-7,MCF 10A,10061-101-1,NU7441,0.12,uM,LJP5,1.0027,0.0032,1.0010,0.0021
50583-7,MCF 10A,10061-101-1,NU7441,0.37,uM,LJP5,0.9696,0.0046,0.9817,0.0029
50583-7,MCF 10A,10061-101-1,NU7441,1.11,uM,LJP5,0.9238,0.0215,0.9567,0.0085
50583-7,MCF 10A,10061-101-1,NU7441,3.33,uM,LJP5,0.8225,0.0471,0.8943,0.0195
50583-7,MCF 10A,10061-101-1,NU7441,10,uM,LJP5,0.3066,0.1727,0.3573,0.1741
50583-7,MCF 10A,10063-102-1,OSI-027,0.04,uM,LJP6,0.7766,0.0830,0.8648,0.0471
50583-7,MCF 10A,10063-102-1,OSI-027,0.12,uM,LJP6,0.5098,0.1203,0.6454,0.0750
50583-7,MCF 10A,10063-102-1,OSI-027,0.37,uM,LJP6,0.3388,0.1033,0.4520,0.0757
50583-7,MCF 10A,10063-102-1,OSI-027,1.11,uM,LJP6,0.2322,0.0713,0.2962,0.0448
50583-7,MCF 10A,10063-102-1,OSI-027,3.33,uM,LJP6,0.1887,0.0636,0.2169,0.0465
50583-7,MCF 10A,10063-102-1,OSI-027,10,uM,LJP6,0.1507,0.0436,0.1408,0.0140
50583-7,MCF 10A,10064-101-1,WYE-125132,0.04,uM,LJP6,0.3831,0.1169,0.5065,0.0849
50583-7,MCF 10A,10064-101-1,WYE-125132,0.12,uM,LJP6,0.2222,0.0621,0.2836,0.0371
50583-7,MCF 10A,10064-101-1,WYE-125132,0.37,uM,LJP6,0.1891,0.0517,0.2239,0.0327
50583-7,MCF 10A,10064-101-1,WYE-125132,1.11,uM,LJP6,0.1648,0.0425,0.1760,0.0098
50583-7,MCF 10A,10064-101-1,WYE-125132,3.33,uM,LJP6,0.1553,0.0482,0.1511,0.0244
50583-7,MCF 10A,10064-101-1,WYE-125132,10,uM,LJP6,0.1498,0.0434,0.1396,0.0153
50583-7,MCF 10A,10067-101-1,Barasertib,0.04,uM,LJP5,0.1716,0.0354,0.1897,0.0401
50583-7,MCF 10A,10067-101-1,Barasertib,0.12,uM,LJP5,0.1459,0.0137,0.1382,0.0580
50583-7,MCF 10A,10067-101-1,Barasertib,0.37,uM,LJP5,0.1457,0.0158,0.1375,0.0548
50583-7,MCF 10A,10067-101-1,Barasertib,1.11,uM,LJP5,0.1471,0.0169,0.1411,0.0495
50583-7,MCF 10A,10067-101-1,Barasertib,3.33,uM,LJP5,0.1544,0.0172,0.1572,0.0516
50583-7,MCF 10A,10067-101-1,Barasertib,10,uM,LJP5,0.1500,0.0177,0.1470,0.0493
50583-7,MCF 10A,10068-101-1,Vemurafenib,0.04,uM,LJP5,0.9819,0.0064,0.9898,0.0024
50583-7,MCF 10A,10068-101-1,Vemurafenib,0.12,uM,LJP5,0.9811,0.0053,0.9881,0.0040
50583-7,MCF 10A,10068-101-1,Vemurafenib,0.37,uM,LJP5,0.9766,0.0082,0.9871,0.0029
50583-7,MCF 10A,10068-101-1,Vemurafenib,1.11,uM,LJP5,0.9157,0.0548,0.9550,0.0259
50583-7,MCF 10A,10068-101-1,Vemurafenib,3.33,uM,LJP5,0.6929,0.1329,0.7984,0.0794
50583-7,MCF 10A,10068-101-1,Vemurafenib,10,uM,LJP5,0.3481,0.0846,0.4625,0.0554
50583-7,MCF 10A,10069-101-1,Enzastaurin,0.04,uM,LJP5,1.0085,0.0095,1.0057,0.0054
50583-7,MCF 10A,10069-101-1,Enzastaurin,0.12,uM,LJP5,0.9990,0.0157,1.0006,0.0081
50583-7,MCF 10A,10069-101-1,Enzastaurin,0.37,uM,LJP5,1.0006,0.0203,1.0019,0.0105
50583-7,MCF 10A,10069-101-1,Enzastaurin,1.11,uM,LJP5,1.0260,0.0310,1.0178,0.0173
50583-7,MCF 10A,10069-101-1,Enzastaurin,3.33,uM,LJP5,1.0112,0.0660,1.0117,0.0352
50583-7,MCF 10A,10069-101-1,Enzastaurin,10,uM,LJP5,0.9590,0.1119,0.9853,0.0615
50583-7,MCF 10A,10071-101-1,Palbociclib,0.04,uM,LJP6,0.7479,0.0356,0.8392,0.0213
50583-7,MCF 10A,10071-101-1,Palbociclib,0.12,uM,LJP6,0.6209,0.0499,0.7431,0.0301
50583-7,MCF 10A,10071-101-1,Palbociclib,0.37,uM,LJP6,0.5294,0.0601,0.6657,0.0277
50583-7,MCF 10A,10071-101-1,Palbociclib,1.11,uM,LJP6,0.4422,0.0608,0.5806,0.0217
50583-7,MCF 10A,10071-101-1,Palbociclib,3.33,uM,LJP6,0.3998,0.0535,0.5342,0.0111
50583-7,MCF 10A,10071-101-1,Palbociclib,10,uM,LJP6,0.3001,0.0583,0.4083,0.0295
50583-7,MCF 10A,10072-101-1,PF562271,0.04,uM,LJP6,0.8300,0.0092,0.8940,0.0114
50583-7,MCF 10A,10072-101-1,PF562271,0.12,uM,LJP6,0.7121,0.0280,0.8139,0.0100
50583-7,MCF 10A,10072-101-1,PF562271,0.37,uM,LJP6,0.5232,0.0509,0.6600,0.0081
50583-7,MCF 10A,10072-101-1,PF562271,1.11,uM,LJP6,0.3000,0.0875,0.4002,0.0566
50583-7,MCF 10A,10072-101-1,PF562271,3.33,uM,LJP6,0.1248,0.0375,0.0782,0.0093
50583-7,MCF 10A,10072-101-1,PF562271,10,uM,LJP6,0.0450,0.0063,-0.1910,0.1171
50583-7,MCF 10A,10073-101-1,PHA-793887,0.04,uM,LJP6,0.2488,0.0666,0.3221,0.0519
50583-7,MCF 10A,10073-101-1,PHA-793887,0.12,uM,LJP6,0.1931,0.0579,0.2279,0.0309
50583-7,MCF 10A,10073-101-1,PHA-793887,0.37,uM,LJP6,0.1424,0.0511,0.1157,0.0362
50583-7,MCF 10A,10073-101-1,PHA-793887,1.11,uM,LJP6,0.1128,0.0444,0.0382,0.0421
50583-7,MCF 10A,10073-101-1,PHA-793887,3.33,uM,LJP6,0.0820,0.0295,-0.0512,0.0379
50583-7,MCF 10A,10073-101-1,PHA-793887,10,uM,LJP6,0.0458,0.0062,-0.1871,0.1078
50583-7,MCF 10A,10075-101-1,QL-X-138,0.04,uM,LJP6,1.0048,0.0636,1.0106,0.0365
50583-7,MCF 10A,10075-101-1,QL-X-138,0.12,uM,LJP6,0.9524,0.0773,0.9807,0.0430
50583-7,MCF 10A,10075-101-1,QL-X-138,0.37,uM,LJP6,0.8055,0.1458,0.8873,0.0849
50583-7,MCF 10A,10075-101-1,QL-X-138,1.11,uM,LJP6,0.6771,0.1695,0.7906,0.1074
50583-7,MCF 10A,10075-101-1,QL-X-138,3.33,uM,LJP6,0.4080,0.1971,0.5054,0.1680
50583-7,MCF 10A,10075-101-1,QL-X-138,10,uM,LJP6,0.0647,0.0207,-0.1125,0.0178
50583-7,MCF 10A,10077-101-1,QL-XII-47,0.04,uM,LJP6,0.9415,0.0272,0.9687,0.0123
50583-7,MCF 10A,10077-101-1,QL-XII-47,0.12,uM,LJP6,0.9160,0.0303,0.9533,0.0141
50583-7,MCF 10A,10077-101-1,QL-XII-47,0.37,uM,LJP6,0.7763,0.1125,0.8673,0.0610
50583-7,MCF 10A,10077-101-1,QL-XII-47,1.11,uM,LJP6,0.5688,0.1969,0.6827,0.1503
50583-7,MCF 10A,10077-101-1,QL-XII-47,3.33,uM,LJP6,0.3604,0.1812,0.4280,0.1846
50583-7,MCF 10A,10077-101-1,QL-XII-47,10,uM,LJP6,0.0583,0.0070,-0.1275,0.0785
50583-7,MCF 10A,10079-101-1,Torin1,0.04,uM,LJP6,0.4058,0.1064,0.5295,0.0768
50583-7,MCF 10A,10079-101-1,Torin1,0.12,uM,LJP6,0.2346,0.0587,0.3044,0.0244
50583-7,MCF 10A,10079-101-1,Torin1,0.37,uM,LJP6,0.1756,0.0445,0.1981,0.0096
50583-7,MCF 10A,10079-101-1,Torin1,1.11,uM,LJP6,0.1573,0.0345,0.1607,0.0149
50583-7,MCF 10A,10079-101-1,Torin1,3.33,uM,LJP6,0.1556,0.0398,0.1556,0.0034
50583-7,MCF 10A,10079-101-1,Torin1,10,uM,LJP6,0.1280,0.0295,0.0917,0.0154
50583-7,MCF 10A,10080-101-1,Torin2,0.04,uM,LJP5,0.1936,0.1009,0.1687,0.1303
50583-7,MCF 10A,10080-101-1,Torin2,0.12,uM,LJP5,0.1470,0.0570,0.1109,0.0594
50583-7,MCF 10A,10080-101-1,Torin2,0.37,uM,LJP5,0.1191,0.0401,0.0505,0.0366
50583-7,MCF 10A,10080-101-1,Torin2,1.11,uM,LJP5,0.1144,0.0420,0.0367,0.0291
50583-7,MCF 10A,10080-101-1,Torin2,3.33,uM,LJP5,0.1263,0.0419,0.0667,0.0306
50583-7,MCF 10A,10080-101-1,Torin2,10,uM,LJP5,0.1075,0.0317,0.0215,0.0279
50583-7,MCF 10A,10082-101-1,WZ-4-145,0.04,uM,LJP6,0.9153,0.0385,0.9514,0.0182
50583-7,MCF 10A,10082-101-1,WZ-4-145,0.12,uM,LJP6,0.9080,0.0212,0.9464,0.0070
50583-7,MCF 10A,10082-101-1,WZ-4-145,0.37,uM,LJP6,0.8554,0.0344,0.9144,0.0115
50583-7,MCF 10A,10082-101-1,WZ-4-145,1.11,uM,LJP6,0.6894,0.0823,0.8007,0.0376
50583-7,MCF 10A,10082-101-1,WZ-4-145,3.33,uM,LJP6,0.5545,0.1038,0.6901,0.0559
50583-7,MCF 10A,10082-101-1,WZ-4-145,10,uM,LJP6,0.1143,0.0464,0.0371,0.0392
50583-7,MCF 10A,10084-101-1,WZ3105,0.04,uM,LJP5,0.4009,0.1001,0.5230,0.0715
50583-7,MCF 10A,10084-101-1,WZ3105,0.12,uM,LJP5,0.1831,0.0775,0.1882,0.0735
50583-7,MCF 10A,10084-101-1,WZ3105,0.37,uM,LJP5,0.0659,0.0095,-0.1011,0.0832
50583-7,MCF 10A,10084-101-1,WZ3105,1.11,uM,LJP5,0.0411,0.0106,-0.2238,0.1379
50583-7,MCF 10A,10084-101-1,WZ3105,3.33,uM,LJP5,0.0381,0.0115,-0.2449,0.1448
50583-7,MCF 10A,10084-101-1,WZ3105,10,uM,LJP5,0.0339,0.0096,-0.2694,0.1377
50583-7,MCF 10A,10086-101-1,XMD11-50,0.04,uM,LJP6,0.9523,0.0154,0.9734,0.0075
50583-7,MCF 10A,10086-101-1,XMD11-50,0.12,uM,LJP6,0.8925,0.0255,0.9370,0.0122
50583-7,MCF 10A,10086-101-1,XMD11-50,0.37,uM,LJP6,0.7448,0.0537,0.8412,0.0211
50583-7,MCF 10A,10086-101-1,XMD11-50,1.11,uM,LJP6,0.5272,0.0903,0.6648,0.0451
50583-7,MCF 10A,10086-101-1,XMD11-50,3.33,uM,LJP6,0.2910,0.0960,0.3844,0.0693
50583-7,MCF 10A,10086-101-1,XMD11-50,10,uM,LJP6,0.1427,0.0429,0.1234,0.0299
50583-7,MCF 10A,10087-101-1,XMD11-85h,0.04,uM,LJP6,0.9525,0.0473,0.9749,0.0232
50583-7,MCF 10A,10087-101-1,XMD11-85h,0.12,uM,LJP6,0.9564,0.0522,0.9786,0.0257
50583-7,MCF 10A,10087-101-1,XMD11-85h,0.37,uM,LJP6,0.9686,0.0238,0.9839,0.0109
50583-7,MCF 10A,10087-101-1,XMD11-85h,1.11,uM,LJP6,0.9478,0.0311,0.9719,0.0139
50583-7,MCF 10A,10087-101-1,XMD11-85h,3.33,uM,LJP6,0.9078,0.0400,0.9485,0.0169
50583-7,MCF 10A,10087-101-1,XMD11-85h,10,uM,LJP6,0.6339,0.0944,0.7582,0.0497
50583-7,MCF 10A,10091-101-1,XMD16-144,0.04,uM,LJP5,0.6825,0.2137,0.7418,0.1973
50583-7,MCF 10A,10091-101-1,XMD16-144,0.12,uM,LJP5,0.3212,0.1213,0.4054,0.1436
50583-7,MCF 10A,10091-101-1,XMD16-144,0.37,uM,LJP5,0.1623,0.0183,0.1742,0.0477
50583-7,MCF 10A,10091-101-1,XMD16-144,1.11,uM,LJP5,0.1504,0.0193,0.1478,0.0472
50583-7,MCF 10A,10091-101-1,XMD16-144,3.33,uM,LJP5,0.1491,0.0263,0.1427,0.0480
50583-7,MCF 10A,10091-101-1,XMD16-144,10,uM,LJP5,0.0907,0.0155,-0.0128,0.0438
50583-7,MCF 10A,10097-101-1,Erlotinib,0.04,uM,LJP5,0.9532,0.0127,0.9725,0.0073
50583-7,MCF 10A,10097-101-1,Erlotinib,0.12,uM,LJP5,0.7458,0.1056,0.8285,0.0799
50583-7,MCF 10A,10097-101-1,Erlotinib,0.37,uM,LJP5,0.3291,0.1102,0.4322,0.0956
50583-7,MCF 10A,10097-101-1,Erlotinib,1.11,uM,LJP5,0.1401,0.0463,0.1069,0.0306
50583-7,MCF 10A,10097-101-1,Erlotinib,3.33,uM,LJP5,0.1516,0.0521,0.1319,0.0373
50583-7,MCF 10A,10097-101-1,Erlotinib,10,uM,LJP5,0.1507,0.0463,0.1358,0.0210
50583-7,MCF 10A,10098-101-1,Gefitinib,0.04,uM,LJP6,0.8090,0.0677,0.8866,0.0298
50583-7,MCF 10A,10098-101-1,Gefitinib,0.12,uM,LJP6,0.4570,0.1061,0.5904,0.0656
50583-7,MCF 10A,10098-101-1,Gefitinib,0.37,uM,LJP6,0.2161,0.0697,0.2648,0.0506
50583-7,MCF 10A,10098-101-1,Gefitinib,1.11,uM,LJP6,0.1404,0.0344,0.1225,0.0057
50583-7,MCF 10A,10098-101-1,Gefitinib,3.33,uM,LJP6,0.1423,0.0424,0.1214,0.0140
50583-7,MCF 10A,10098-101-1,Gefitinib,10,uM,LJP6,0.1343,0.0376,0.1052,0.0125
50583-7,MCF 10A,10099-101-1,Nilotinib,0.04,uM,LJP5,1.0030,0.0373,1.0002,0.0209
50583-7,MCF 10A,10099-101-1,Nilotinib,0.12,uM,LJP5,0.9853,0.0338,0.9907,0.0199
50583-7,MCF 10A,10099-101-1,Nilotinib,0.37,uM,LJP5,0.9596,0.0275,0.9775,0.0169
50583-7,MCF 10A,10099-101-1,Nilotinib,1.11,uM,LJP5,0.9901,0.0447,0.9923,0.0255
50583-7,MCF 10A,10099-101-1,Nilotinib,3.33,uM,LJP5,0.9714,0.0341,0.9823,0.0203
50583-7,MCF 10A,10099-101-1,Nilotinib,10,uM,LJP5,0.3872,0.0817,0.5072,0.0785
50583-7,MCF 10A,10100-101-1,JNK-9L,0.04,uM,LJP6,0.9655,0.0522,0.9852,0.0264
50583-7,MCF 10A,10100-101-1,JNK-9L,0.12,uM,LJP6,0.8673,0.0709,0.9259,0.0339
50583-7,MCF 10A,10100-101-1,JNK-9L,0.37,uM,LJP6,0.5577,0.1505,0.6874,0.0994
50583-7,MCF 10A,10100-101-1,JNK-9L,1.11,uM,LJP6,0.1392,0.0586,0.1013,0.0649
50583-7,MCF 10A,10100-101-1,JNK-9L,3.33,uM,LJP6,0.0503,0.0039,-0.1626,0.1050
50583-7,MCF 10A,10100-101-1,JNK-9L,10,uM,LJP6,0.0700,0.0128,-0.0807,0.0470
50583-7,MCF 10A,10101-101-1,PD0325901,0.04,uM,LJP5,0.2265,0.0667,0.2798,0.0504
50583-7,MCF 10A,10101-101-1,PD0325901,0.04,uM,LJP6,0.2047,0.0610,0.2466,0.0395
50583-7,MCF 10A,10101-101-1,PD0325901,0.12,uM,LJP5,0.1796,0.0558,0.1949,0.0375
50583-7,MCF 10A,10101-101-1,PD0325901,0.12,uM,LJP6,0.1709,0.0593,0.1735,0.0532
50583-7,MCF 10A,10101-101-1,PD0325901,0.37,uM,LJP5,0.1808,0.0619,0.1928,0.0477
50583-7,MCF 10A,10101-101-1,PD0325901,0.37,uM,LJP6,0.1627,0.0576,0.1569,0.0481
50583-7,MCF 10A,10101-101-1,PD0325901,1.11,uM,LJP5,0.1708,0.0580,0.1715,0.0462
50583-7,MCF 10A,10101-101-1,PD0325901,1.11,uM,LJP6,0.1373,0.0526,0.0957,0.0469
50583-7,MCF 10A,10101-101-1,PD0325901,3.33,uM,LJP5,0.1550,0.0519,0.1340,0.0552
50583-7,MCF 10A,10101-101-1,PD0325901,3.33,uM,LJP6,0.1181,0.0449,0.0490,0.0344
50583-7,MCF 10A,10101-101-1,PD0325901,10,uM,LJP5,0.1370,0.0433,0.0982,0.0390
50583-7,MCF 10A,10101-101-1,PD0325901,10,uM,LJP6,0.1058,0.0390,0.0128,0.0350
50583-7,MCF 10A,10108-101-1,Geldanamycin,0.04,uM,LJP5,0.1552,0.0533,0.1366,0.0487
50583-7,MCF 10A,10108-101-1,Geldanamycin,0.04,uM,LJP6,0.1290,0.0438,0.0844,0.0228
50583-7,MCF 10A,10108-101-1,Geldanamycin,0.12,uM,LJP5,0.0984,0.0283,0.0026,0.0063
50583-7,MCF 10A,10108-101-1,Geldanamycin,0.12,uM,LJP6,0.0806,0.0183,-0.0449,0.0332
50583-7,MCF 10A,10108-101-1,Geldanamycin,0.37,uM,LJP5,0.0849,0.0206,-0.0350,0.0257
50583-7,MCF 10A,10108-101-1,Geldanamycin,0.37,uM,LJP6,0.0729,0.0164,-0.0724,0.0368
50583-7,MCF 10A,10108-101-1,Geldanamycin,1.11,uM,LJP5,0.0854,0.0243,-0.0376,0.0138
50583-7,MCF 10A,10108-101-1,Geldanamycin,1.11,uM,LJP6,0.0733,0.0185,-0.0726,0.0285
50583-7,MCF 10A,10108-101-1,Geldanamycin,3.33,uM,LJP5,0.0714,0.0182,-0.0863,0.0300
50583-7,MCF 10A,10108-101-1,Geldanamycin,3.33,uM,LJP6,0.0631,0.0161,-0.1131,0.0299
50583-7,MCF 10A,10108-101-1,Geldanamycin,10,uM,LJP5,0.0590,0.0157,-0.1384,0.0326
50583-7,MCF 10A,10108-101-1,Geldanamycin,10,uM,LJP6,0.0449,0.0144,-0.2029,0.0295
50583-7,MCF 10A,10109-101-1,YM 201636,0.04,uM,LJP5,1.0265,0.0074,1.0149,0.0033
50583-7,MCF 10A,10109-101-1,YM 201636,0.12,uM,LJP5,0.9795,0.0133,0.9891,0.0060
50583-7,MCF 10A,10109-101-1,YM 201636,0.37,uM,LJP5,0.9162,0.0265,0.9507,0.0126
50583-7,MCF 10A,10109-101-1,YM 201636,1.11,uM,LJP5,0.7238,0.0509,0.8242,0.0146
50583-7,MCF 10A,10109-101-1,YM 201636,3.33,uM,LJP5,0.6078,0.0716,0.7345,0.0294
50583-7,MCF 10A,10109-101-1,YM 201636,10,uM,LJP5,0.2335,0.0525,0.3008,0.0246
50583-7,MCF 10A,10111-101-1,TWS119,0.04,uM,LJP5,1.0298,0.0140,1.0167,0.0074
50583-7,MCF 10A,10111-101-1,TWS119,0.12,uM,LJP5,1.0127,0.0129,1.0067,0.0066
50583-7,MCF 10A,10111-101-1,TWS119,0.37,uM,LJP5,1.0360,0.0093,1.0203,0.0047
50583-7,MCF 10A,10111-101-1,TWS119,1.11,uM,LJP5,1.0309,0.0223,1.0208,0.0139
50583-7,MCF 10A,10111-101-1,TWS119,3.33,uM,LJP5,0.8434,0.1127,0.9120,0.0610
50583-7,MCF 10A,10111-101-1,TWS119,10,uM,LJP5,0.1155,0.0443,0.0326,0.0483
50583-7,MCF 10A,10112-101-1,PF477736,0.04,uM,LJP5,0.9306,0.0152,0.9601,0.0050
50583-7,MCF 10A,10112-101-1,PF477736,0.12,uM,LJP5,0.8588,0.0247,0.9142,0.0130
50583-7,MCF 10A,10112-101-1,PF477736,0.37,uM,LJP5,0.7376,0.0338,0.8305,0.0211
50583-7,MCF 10A,10112-101-1,PF477736,1.11,uM,LJP5,0.4938,0.0876,0.6305,0.0413
50583-7,MCF 10A,10112-101-1,PF477736,3.33,uM,LJP5,0.2284,0.1012,0.2674,0.0969
50583-7,MCF 10A,10112-101-1,PF477736,10,uM,LJP5,0.0854,0.0183,-0.0312,0.0355
50583-7,MCF 10A,10115-102-1,LDN-193189,0.04,uM,LJP5,1.0004,0.0153,0.9993,0.0081
50583-7,MCF 10A,10115-102-1,LDN-193189,0.12,uM,LJP5,0.9678,0.0071,0.9817,0.0019
