Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Units,Timepoint,Timepoint Units,Measured pERK (Alexa 488),Measured p-Rb (Alexa 568),Alexa Fluor 647,Measured p-Akt/p-4EBP1/p-S6 (Alexa 647),Image
10057-102-1,MK2206,50541-2,T47D,0 (control),,24,hr,163.84,97.22,p-S6,365.93,353797
10280-999-2,Triciribine,50541-2,T47D,0 (control),,6,hr,100.63,39.21,p-S6,42.73,340585
10280-999-2,Triciribine,50541-2,T47D,0 (control),,24,hr,154.46,91.62,p-S6,375.48,350648
10232-101-2,Dactolisib,50541-2,T47D,0 (control),,6,hr,89.64,29.16,p-S6,44.67,338650
10232-101-2,Dactolisib,50541-2,T47D,0 (control),,24,hr,133.02,96.95,p-S6,277.57,351601
10098-101-2,Gefitinib,50091-2,AU565,1.0,nM,6,hr,269.00,60.51,p-S6,148.29,328193
10098-101-2,Gefitinib,50091-2,AU565,1.0,nM,24,hr,559.78,127.56,p-S6,500.36,342053
10345-999-1,Torkinib,50091-2,AU565,0.1,nM,6,hr,305.74,64.80,p-S6,181.17,329219
10345-999-1,Torkinib,50091-2,AU565,0.1,nM,24,hr,441.31,116.55,p-S6,470.12,342988
10172-101-2,GSK1059615,50091-2,AU565,1.0,nM,6,hr,232.38,68.41,p-S6,157.56,330082
10172-101-2,GSK1059615,50091-2,AU565,1.0,nM,24,hr,407.13,109.74,p-S6,496.30,343258
10057-102-1,MK2206,50091-2,AU565,1.0,nM,6,hr,380.99,91.20,p-S6,338.00,330101
10057-102-1,MK2206,50091-2,AU565,1.0,nM,24,hr,402.04,124.44,p-S6,527.70,343906
10280-999-2,Triciribine,50091-2,AU565,1.0,nM,6,hr,342.40,88.29,p-S6,283.87,330955
10280-999-2,Triciribine,50091-2,AU565,1.0,nM,24,hr,492.44,120.88,p-S6,499.19,341395
10232-101-2,Dactolisib,50091-2,AU565,1.0,nM,6,hr,241.54,58.04,p-S6,126.41,328868
10232-101-2,Dactolisib,50091-2,AU565,1.0,nM,24,hr,488.73,114.80,p-S6,399.68,341432
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,nM,6,hr,203.78,48.99,p-S6,70.52,354068
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,nM,24,hr,307.64,120.90,p-S6,348.20,345598
10345-999-1,Torkinib,50213-2,HCC1954,0.1,nM,6,hr,230.43,52.31,p-S6,123.13,355183
10345-999-1,Torkinib,50213-2,HCC1954,0.1,nM,24,hr,291.18,108.05,p-S6,406.86,346147
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,nM,6,hr,429.19,97.66,p-S6,401.57,355481
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,nM,24,hr,294.85,108.79,p-S6,317.58,346507
10057-102-1,MK2206,50213-2,HCC1954,1.0,nM,6,hr,324.58,90.78,p-S6,432.26,356497
10057-102-1,MK2206,50213-2,HCC1954,1.0,nM,24,hr,308.86,120.34,p-S6,312.29,347317
10280-999-2,Triciribine,50213-2,HCC1954,1.0,nM,6,hr,228.04,80.31,p-S6,267.13,357019
10280-999-2,Triciribine,50213-2,HCC1954,1.0,nM,24,hr,314.29,109.50,p-S6,336.44,344249
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,nM,6,hr,240.12,95.42,p-S6,317.18,354571
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,nM,24,hr,317.79,117.21,p-S6,385.45,345139
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,nM,6,hr,432.36,173.24,p-S6,512.86,334412
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,nM,24,hr,408.31,163.93,p-S6,489.36,348757
10345-999-1,Torkinib,50583-5,MCF 10A,0.1,nM,6,hr,500.23,174.95,p-S6,699.38,335582
10345-999-1,Torkinib,50583-5,MCF 10A,0.1,nM,24,hr,440.38,152.72,p-S6,429.06,349235
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,nM,6,hr,449.62,182.84,p-S6,658.02,336176
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,nM,24,hr,485.63,165.59,p-S6,430.02,349783
10057-102-1,MK2206,50583-5,MCF 10A,1.0,nM,6,hr,426.62,156.09,p-S6,543.93,336751
10057-102-1,MK2206,50583-5,MCF 10A,1.0,nM,24,hr,345.33,143.16,p-S6,297.97,350081
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,nM,6,hr,427.45,156.76,p-S6,544.61,337219
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,nM,24,hr,347.89,124.44,p-S6,314.69,347507
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,nM,6,hr,451.01,161.00,p-S6,615.55,335015
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,nM,24,hr,363.43,135.18,p-S6,346.57,348208
10098-101-2,Gefitinib,50541-2,T47D,1.0,nM,6,hr,186.22,98.66,p-S6,445.75,337670
10098-101-2,Gefitinib,50541-2,T47D,1.0,nM,24,hr,154.56,110.22,p-S6,330.95,352141
10345-999-1,Torkinib,50541-2,T47D,0.1,nM,6,hr,176.07,94.03,p-S6,481.17,339127
10345-999-1,Torkinib,50541-2,T47D,0.1,nM,24,hr,155.25,96.73,p-S6,326.61,352726
10172-101-2,GSK1059615,50541-2,T47D,1.0,nM,6,hr,146.89,92.17,p-S6,492.65,339668
10172-101-2,GSK1059615,50541-2,T47D,1.0,nM,24,hr,155.64,93.45,p-S6,329.12,352916
10057-102-1,MK2206,50541-2,T47D,1.0,nM,6,hr,95.53,34.98,p-S6,40.11,340307
10057-102-1,MK2206,50541-2,T47D,1.0,nM,24,hr,145.38,93.63,p-S6,345.92,353609
10280-999-2,Triciribine,50541-2,T47D,1.0,nM,6,hr,98.69,46.05,p-S6,45.90,340810
10280-999-2,Triciribine,50541-2,T47D,1.0,nM,24,hr,157.81,96.22,p-S6,353.49,350720
10232-101-2,Dactolisib,50541-2,T47D,1.0,nM,6,hr,92.87,40.61,p-S6,46.08,338614
10232-101-2,Dactolisib,50541-2,T47D,1.0,nM,24,hr,152.56,96.95,p-S6,291.67,351350
10098-101-2,Gefitinib,50091-2,AU565,3.16,nM,6,hr,250.47,55.69,p-S6,122.30,328049
10098-101-2,Gefitinib,50091-2,AU565,3.16,nM,24,hr,560.89,123.46,p-S6,526.76,342466
10345-999-1,Torkinib,50091-2,AU565,0.422,nM,6,hr,322.35,65.11,p-S6,163.11,329066
10345-999-1,Torkinib,50091-2,AU565,0.422,nM,24,hr,426.83,112.18,p-S6,458.36,342548
10172-101-2,GSK1059615,50091-2,AU565,3.16,nM,6,hr,200.56,51.17,p-S6,137.70,330064
10172-101-2,GSK1059615,50091-2,AU565,3.16,nM,24,hr,440.35,113.48,p-S6,485.38,343213
10057-102-1,MK2206,50091-2,AU565,3.16,nM,6,hr,319.11,82.93,p-S6,274.09,330434
10057-102-1,MK2206,50091-2,AU565,3.16,nM,24,hr,404.06,121.42,p-S6,486.31,343654
10280-999-2,Triciribine,50091-2,AU565,3.16,nM,6,hr,209.45,53.63,p-S6,117.77,330937
10280-999-2,Triciribine,50091-2,AU565,3.16,nM,24,hr,473.16,122.60,p-S6,505.82,341422
10232-101-2,Dactolisib,50091-2,AU565,3.16,nM,6,hr,233.58,56.94,p-S6,86.02,328841
10232-101-2,Dactolisib,50091-2,AU565,3.16,nM,24,hr,452.52,107.67,p-S6,260.74,341828
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,nM,6,hr,262.69,66.97,p-S6,129.24,353861
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,nM,24,hr,281.78,127.34,p-S6,326.53,345563
10345-999-1,Torkinib,50213-2,HCC1954,0.422,nM,6,hr,202.89,44.42,p-S6,92.64,355318
10345-999-1,Torkinib,50213-2,HCC1954,0.422,nM,24,hr,277.40,106.98,p-S6,408.00,346102
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,nM,6,hr,411.46,92.54,p-S6,333.28,355885
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,nM,24,hr,274.26,111.65,p-S6,305.54,346606
10057-102-1,MK2206,50213-2,HCC1954,3.16,nM,6,hr,319.23,90.52,p-S6,430.33,356317
10057-102-1,MK2206,50213-2,HCC1954,3.16,nM,24,hr,287.75,112.46,p-S6,300.86,347281
10280-999-2,Triciribine,50213-2,HCC1954,3.16,nM,6,hr,165.07,56.66,p-S6,125.32,356678
10280-999-2,Triciribine,50213-2,HCC1954,3.16,nM,24,hr,300.37,110.91,p-S6,306.04,344501
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,nM,6,hr,240.89,89.23,p-S6,235.56,354580
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,nM,24,hr,321.07,124.41,p-S6,414.54,345175
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,nM,6,hr,407.59,187.11,p-S6,480.67,334520
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,nM,24,hr,402.15,179.91,p-S6,538.67,348775
10345-999-1,Torkinib,50583-5,MCF 10A,0.422,nM,6,hr,477.98,179.03,p-S6,723.83,335789
10345-999-1,Torkinib,50583-5,MCF 10A,0.422,nM,24,hr,454.80,162.47,p-S6,458.78,349280
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,nM,6,hr,446.31,184.25,p-S6,782.26,336104
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,nM,24,hr,455.51,172.86,p-S6,451.67,349792
10057-102-1,MK2206,50583-5,MCF 10A,3.16,nM,6,hr,387.67,155.66,p-S6,537.91,336841
10057-102-1,MK2206,50583-5,MCF 10A,3.16,nM,24,hr,306.79,149.19,p-S6,277.89,350180
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,nM,6,hr,389.81,156.34,p-S6,538.30,337444
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,nM,24,hr,323.11,127.51,p-S6,322.66,347696
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,nM,6,hr,371.03,152.85,p-S6,587.69,335033
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,nM,24,hr,298.11,144.88,p-S6,297.75,347957
10098-101-2,Gefitinib,50541-2,T47D,3.16,nM,6,hr,176.59,102.38,p-S6,438.72,338164
10098-101-2,Gefitinib,50541-2,T47D,3.16,nM,24,hr,151.34,109.80,p-S6,329.92,352132
10345-999-1,Torkinib,50541-2,T47D,0.422,nM,6,hr,165.94,93.69,p-S6,481.06,339136
10345-999-1,Torkinib,50541-2,T47D,0.422,nM,24,hr,159.48,99.77,p-S6,344.68,352574
10172-101-2,GSK1059615,50541-2,T47D,3.16,nM,6,hr,157.36,92.05,p-S6,478.47,339739
10172-101-2,GSK1059615,50541-2,T47D,3.16,nM,24,hr,148.66,95.11,p-S6,340.27,352799
10057-102-1,MK2206,50541-2,T47D,3.16,nM,6,hr,93.03,33.88,p-S6,37.58,340199
10057-102-1,MK2206,50541-2,T47D,3.16,nM,24,hr,139.77,99.87,p-S6,356.63,353653
10280-999-2,Triciribine,50541-2,T47D,3.16,nM,6,hr,100.11,49.21,p-S6,54.89,340747
10280-999-2,Triciribine,50541-2,T47D,3.16,nM,24,hr,145.80,98.73,p-S6,357.34,351088
10232-101-2,Dactolisib,50541-2,T47D,3.16,nM,6,hr,88.78,28.61,p-S6,40.04,338623
10232-101-2,Dactolisib,50541-2,T47D,3.16,nM,24,hr,131.38,94.63,p-S6,269.12,351179
10098-101-2,Gefitinib,50091-2,AU565,10.0,nM,6,hr,257.60,59.37,p-S6,139.49,328013
10098-101-2,Gefitinib,50091-2,AU565,10.0,nM,24,hr,538.95,126.63,p-S6,523.20,341981
10345-999-1,Torkinib,50091-2,AU565,1.78,nM,6,hr,392.82,70.12,p-S6,168.23,329138
10345-999-1,Torkinib,50091-2,AU565,1.78,nM,24,hr,457.35,107.85,p-S6,384.28,342565
10172-101-2,GSK1059615,50091-2,AU565,10.0,nM,6,hr,390.90,86.67,p-S6,285.82,330019
10172-101-2,GSK1059615,50091-2,AU565,10.0,nM,24,hr,415.26,106.11,p-S6,477.61,343465
10057-102-1,MK2206,50091-2,AU565,10.0,nM,6,hr,318.99,83.12,p-S6,233.34,330290
10057-102-1,MK2206,50091-2,AU565,10.0,nM,24,hr,370.13,117.68,p-S6,503.51,344104
10280-999-2,Triciribine,50091-2,AU565,10.0,nM,6,hr,305.78,80.18,p-S6,222.12,330641
10280-999-2,Triciribine,50091-2,AU565,10.0,nM,24,hr,493.92,126.42,p-S6,481.11,341179
10232-101-2,Dactolisib,50091-2,AU565,10.0,nM,6,hr,254.25,60.00,p-S6,30.27,328778
10232-101-2,Dactolisib,50091-2,AU565,10.0,nM,24,hr,455.18,96.67,p-S6,74.99,341747
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,nM,6,hr,341.70,78.25,p-S6,191.46,354158
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,nM,24,hr,272.45,123.68,p-S6,327.09,345733
10345-999-1,Torkinib,50213-2,HCC1954,1.78,nM,6,hr,225.32,53.82,p-S6,109.00,355039
10345-999-1,Torkinib,50213-2,HCC1954,1.78,nM,24,hr,262.09,105.21,p-S6,373.24,345895
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,nM,6,hr,497.92,100.21,p-S6,442.56,356002
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,nM,24,hr,299.31,118.37,p-S6,322.52,346588
10057-102-1,MK2206,50213-2,HCC1954,10.0,nM,6,hr,303.44,88.14,p-S6,429.68,356299
10057-102-1,MK2206,50213-2,HCC1954,10.0,nM,24,hr,284.60,117.66,p-S6,295.65,346841
10280-999-2,Triciribine,50213-2,HCC1954,10.0,nM,6,hr,179.91,59.32,p-S6,155.18,356723
10280-999-2,Triciribine,50213-2,HCC1954,10.0,nM,24,hr,292.05,110.86,p-S6,291.89,344195
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,nM,6,hr,218.87,79.18,p-S6,19.17,354526
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,nM,24,hr,325.84,106.21,p-S6,44.17,344789
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,nM,6,hr,400.06,177.82,p-S6,554.57,334565
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,nM,24,hr,413.04,188.00,p-S6,584.31,348838
10345-999-1,Torkinib,50583-5,MCF 10A,1.78,nM,6,hr,479.13,181.71,p-S6,769.25,335564
10345-999-1,Torkinib,50583-5,MCF 10A,1.78,nM,24,hr,448.86,174.96,p-S6,526.21,349397
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,nM,6,hr,453.23,198.94,p-S6,918.10,336221
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,nM,24,hr,439.77,171.32,p-S6,481.95,349675
10057-102-1,MK2206,50583-5,MCF 10A,10.0,nM,6,hr,378.43,163.08,p-S6,558.71,336895
10057-102-1,MK2206,50583-5,MCF 10A,10.0,nM,24,hr,283.43,147.29,p-S6,272.02,350485
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,nM,6,hr,379.91,163.67,p-S6,558.18,337408
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,nM,24,hr,274.81,138.42,p-S6,279.32,347732
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,nM,6,hr,384.28,149.95,p-S6,617.51,335482
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,nM,24,hr,309.92,145.81,p-S6,338.14,348154
10098-101-2,Gefitinib,50541-2,T47D,10.0,nM,6,hr,188.40,102.12,p-S6,456.66,337723
10098-101-2,Gefitinib,50541-2,T47D,10.0,nM,24,hr,161.09,111.69,p-S6,351.96,351826
10345-999-1,Torkinib,50541-2,T47D,1.78,nM,6,hr,174.66,100.50,p-S6,491.58,338992
10345-999-1,Torkinib,50541-2,T47D,1.78,nM,24,hr,169.46,100.37,p-S6,336.69,352673
10172-101-2,GSK1059615,50541-2,T47D,10.0,nM,6,hr,169.66,95.69,p-S6,488.48,339784
10172-101-2,GSK1059615,50541-2,T47D,10.0,nM,24,hr,146.83,98.14,p-S6,349.69,353257
10057-102-1,MK2206,50541-2,T47D,10.0,nM,6,hr,97.54,39.59,p-S6,43.82,339947
10057-102-1,MK2206,50541-2,T47D,10.0,nM,24,hr,144.26,97.53,p-S6,375.85,353537
10280-999-2,Triciribine,50541-2,T47D,10.0,nM,6,hr,108.22,62.14,p-S6,86.35,340738
10280-999-2,Triciribine,50541-2,T47D,10.0,nM,24,hr,152.32,96.01,p-S6,376.01,350702
10232-101-2,Dactolisib,50541-2,T47D,10.0,nM,6,hr,109.71,59.02,p-S6,34.49,338210
10232-101-2,Dactolisib,50541-2,T47D,10.0,nM,24,hr,130.33,99.36,p-S6,195.23,351628
10098-101-2,Gefitinib,50091-2,AU565,31.6,nM,6,hr,286.70,67.72,p-S6,146.86,328121
10098-101-2,Gefitinib,50091-2,AU565,31.6,nM,24,hr,516.40,118.08,p-S6,519.88,342421
10345-999-1,Torkinib,50091-2,AU565,7.5,nM,6,hr,233.16,44.97,p-S6,27.34,329156
10345-999-1,Torkinib,50091-2,AU565,7.5,nM,24,hr,415.91,89.31,p-S6,194.93,342628
10172-101-2,GSK1059615,50091-2,AU565,31.6,nM,6,hr,357.60,84.64,p-S6,227.00,329902
10172-101-2,GSK1059615,50091-2,AU565,31.6,nM,24,hr,433.97,109.78,p-S6,476.39,343564
10057-102-1,MK2206,50091-2,AU565,31.6,nM,6,hr,342.27,81.34,p-S6,213.56,330389
10057-102-1,MK2206,50091-2,AU565,31.6,nM,24,hr,359.57,111.63,p-S6,433.19,344041
10280-999-2,Triciribine,50091-2,AU565,31.6,nM,6,hr,205.93,48.29,p-S6,99.44,330731
10280-999-2,Triciribine,50091-2,AU565,31.6,nM,24,hr,510.89,120.03,p-S6,472.25,341341
10232-101-2,Dactolisib,50091-2,AU565,31.6,nM,6,hr,257.19,55.16,p-S6,13.64,328886
10232-101-2,Dactolisib,50091-2,AU565,31.6,nM,24,hr,394.78,68.99,p-S6,17.28,341522
10098-101-2,Gefitinib,50213-2,HCC1954,31.6,nM,6,hr,216.14,62.14,p-S6,106.60,354131
10098-101-2,Gefitinib,50213-2,HCC1954,31.6,nM,24,hr,283.46,122.07,p-S6,322.19,345275
10345-999-1,Torkinib,50213-2,HCC1954,7.5,nM,6,hr,269.32,59.20,p-S6,115.00,355003
10345-999-1,Torkinib,50213-2,HCC1954,7.5,nM,24,hr,261.97,105.02,p-S6,381.35,345850
10172-101-2,GSK1059615,50213-2,HCC1954,31.6,nM,6,hr,227.68,70.19,p-S6,143.18,355769
10172-101-2,GSK1059615,50213-2,HCC1954,31.6,nM,24,hr,287.80,106.26,p-S6,332.61,346409
10057-102-1,MK2206,50213-2,HCC1954,31.6,nM,6,hr,240.56,80.02,p-S6,242.90,356515
10057-102-1,MK2206,50213-2,HCC1954,31.6,nM,24,hr,255.95,109.87,p-S6,272.79,347326
10280-999-2,Triciribine,50213-2,HCC1954,31.6,nM,6,hr,234.58,85.56,p-S6,290.98,356597
10280-999-2,Triciribine,50213-2,HCC1954,31.6,nM,24,hr,299.74,108.52,p-S6,315.65,344626
10232-101-2,Dactolisib,50213-2,HCC1954,31.6,nM,6,hr,211.19,76.64,p-S6,11.83,354625
10232-101-2,Dactolisib,50213-2,HCC1954,31.6,nM,24,hr,277.97,86.01,p-S6,14.03,344924
10098-101-2,Gefitinib,50583-5,MCF 10A,31.6,nM,6,hr,374.74,170.20,p-S6,497.97,334825
10098-101-2,Gefitinib,50583-5,MCF 10A,31.6,nM,24,hr,408.64,195.12,p-S6,597.71,348910
10345-999-1,Torkinib,50583-5,MCF 10A,7.5,nM,6,hr,516.67,184.66,p-S6,775.89,335896
10345-999-1,Torkinib,50583-5,MCF 10A,7.5,nM,24,hr,488.46,184.47,p-S6,594.52,349118
10172-101-2,GSK1059615,50583-5,MCF 10A,31.6,nM,6,hr,411.99,186.56,p-S6,785.76,336482
10172-101-2,GSK1059615,50583-5,MCF 10A,31.6,nM,24,hr,384.79,178.03,p-S6,535.32,349549
10057-102-1,MK2206,50583-5,MCF 10A,31.6,nM,6,hr,367.93,160.19,p-S6,541.78,336581
10057-102-1,MK2206,50583-5,MCF 10A,31.6,nM,24,hr,259.86,150.02,p-S6,248.29,350548
10280-999-2,Triciribine,50583-5,MCF 10A,31.6,nM,6,hr,369.27,161.18,p-S6,544.27,337174
10280-999-2,Triciribine,50583-5,MCF 10A,31.6,nM,24,hr,284.45,143.93,p-S6,272.89,347794
10232-101-2,Dactolisib,50583-5,MCF 10A,31.6,nM,6,hr,358.60,137.93,p-S6,459.09,335042
10232-101-2,Dactolisib,50583-5,MCF 10A,31.6,nM,24,hr,380.40,149.41,p-S6,361.82,348019
10098-101-2,Gefitinib,50541-2,T47D,31.6,nM,6,hr,169.24,103.77,p-S6,460.35,338110
10098-101-2,Gefitinib,50541-2,T47D,31.6,nM,24,hr,149.77,109.46,p-S6,333.14,351844
10345-999-1,Torkinib,50541-2,T47D,7.5,nM,6,hr,166.58,112.68,p-S6,419.40,338902
10345-999-1,Torkinib,50541-2,T47D,7.5,nM,24,hr,146.08,97.87,p-S6,269.37,352403
10172-101-2,GSK1059615,50541-2,T47D,31.6,nM,6,hr,160.95,94.61,p-S6,469.60,339461
10172-101-2,GSK1059615,50541-2,T47D,31.6,nM,24,hr,141.25,93.47,p-S6,327.24,352844
10057-102-1,MK2206,50541-2,T47D,31.6,nM,6,hr,91.91,38.77,p-S6,39.68,339992
10057-102-1,MK2206,50541-2,T47D,31.6,nM,24,hr,140.64,98.09,p-S6,373.71,353573
10280-999-2,Triciribine,50541-2,T47D,31.6,nM,6,hr,106.22,57.85,p-S6,76.25,340711
10280-999-2,Triciribine,50541-2,T47D,31.6,nM,24,hr,157.98,94.11,p-S6,386.15,350738
10232-101-2,Dactolisib,50541-2,T47D,31.6,nM,6,hr,97.27,52.91,p-S6,5.12,338192
10232-101-2,Dactolisib,50541-2,T47D,31.6,nM,24,hr,159.25,59.11,p-S6,13.01,351547
10098-101-2,Gefitinib,50091-2,AU565,100.0,nM,6,hr,246.22,60.31,p-S6,101.43,328067
10098-101-2,Gefitinib,50091-2,AU565,100.0,nM,24,hr,479.44,110.91,p-S6,493.39,342215
10345-999-1,Torkinib,50091-2,AU565,31.6,nM,6,hr,324.77,58.30,p-S6,18.99,329327
10345-999-1,Torkinib,50091-2,AU565,31.6,nM,24,hr,396.33,67.29,p-S6,33.09,342646
10172-101-2,GSK1059615,50091-2,AU565,100.0,nM,6,hr,270.19,66.25,p-S6,102.89,329848
10172-101-2,GSK1059615,50091-2,AU565,100.0,nM,24,hr,456.57,100.82,p-S6,392.83,343087
10057-102-1,MK2206,50091-2,AU565,100.0,nM,6,hr,332.05,77.65,p-S6,125.85,330272
10057-102-1,MK2206,50091-2,AU565,100.0,nM,24,hr,349.02,95.25,p-S6,294.88,343663
10280-999-2,Triciribine,50091-2,AU565,100.0,nM,6,hr,300.85,74.06,p-S6,185.54,330964
10280-999-2,Triciribine,50091-2,AU565,100.0,nM,24,hr,501.15,109.40,p-S6,392.84,341260
10232-101-2,Dactolisib,50091-2,AU565,100.0,nM,6,hr,269.91,55.81,p-S6,12.02,328517
10232-101-2,Dactolisib,50091-2,AU565,100.0,nM,24,hr,393.25,63.31,p-S6,12.24,341531
10098-101-2,Gefitinib,50213-2,HCC1954,100.0,nM,6,hr,213.10,78.34,p-S6,177.32,354176
10098-101-2,Gefitinib,50213-2,HCC1954,100.0,nM,24,hr,269.55,117.84,p-S6,318.48,345607
10345-999-1,Torkinib,50213-2,HCC1954,31.6,nM,6,hr,161.40,30.73,p-S6,30.08,355093
10345-999-1,Torkinib,50213-2,HCC1954,31.6,nM,24,hr,266.32,99.88,p-S6,438.02,346255
10172-101-2,GSK1059615,50213-2,HCC1954,100.0,nM,6,hr,419.56,95.98,p-S6,356.54,355984
10172-101-2,GSK1059615,50213-2,HCC1954,100.0,nM,24,hr,305.48,111.20,p-S6,386.05,346723
10057-102-1,MK2206,50213-2,HCC1954,100.0,nM,6,hr,288.98,84.39,p-S6,370.50,356524
10057-102-1,MK2206,50213-2,HCC1954,100.0,nM,24,hr,261.03,111.95,p-S6,276.13,346859
10280-999-2,Triciribine,50213-2,HCC1954,100.0,nM,6,hr,279.96,90.92,p-S6,518.11,356795
10280-999-2,Triciribine,50213-2,HCC1954,100.0,nM,24,hr,261.09,103.43,p-S6,332.12,344644
10232-101-2,Dactolisib,50213-2,HCC1954,100.0,nM,6,hr,202.83,71.94,p-S6,11.00,354859
10232-101-2,Dactolisib,50213-2,HCC1954,100.0,nM,24,hr,295.11,86.73,p-S6,12.20,344870
10098-101-2,Gefitinib,50583-5,MCF 10A,100.0,nM,6,hr,350.57,171.33,p-S6,499.12,334475
10098-101-2,Gefitinib,50583-5,MCF 10A,100.0,nM,24,hr,416.72,200.10,p-S6,651.75,348901
10345-999-1,Torkinib,50583-5,MCF 10A,31.6,nM,6,hr,483.85,173.27,p-S6,648.81,335887
10345-999-1,Torkinib,50583-5,MCF 10A,31.6,nM,24,hr,530.47,184.23,p-S6,699.60,349271
10172-101-2,GSK1059615,50583-5,MCF 10A,100.0,nM,6,hr,360.15,184.01,p-S6,712.09,336275
10172-101-2,GSK1059615,50583-5,MCF 10A,100.0,nM,24,hr,401.51,187.40,p-S6,583.76,349630
10057-102-1,MK2206,50583-5,MCF 10A,100.0,nM,6,hr,374.66,157.98,p-S6,523.21,337039
10057-102-1,MK2206,50583-5,MCF 10A,100.0,nM,24,hr,285.48,156.23,p-S6,281.30,350350
10280-999-2,Triciribine,50583-5,MCF 10A,100.0,nM,6,hr,378.65,159.58,p-S6,526.92,337417
10280-999-2,Triciribine,50583-5,MCF 10A,100.0,nM,24,hr,290.10,152.22,p-S6,274.55,347705
10232-101-2,Dactolisib,50583-5,MCF 10A,100.0,nM,6,hr,362.69,127.56,p-S6,369.43,335140
10232-101-2,Dactolisib,50583-5,MCF 10A,100.0,nM,24,hr,406.38,94.90,p-S6,314.65,348118
10098-101-2,Gefitinib,50541-2,T47D,100.0,nM,6,hr,165.55,103.85,p-S6,465.61,337697
10098-101-2,Gefitinib,50541-2,T47D,100.0,nM,24,hr,143.69,107.66,p-S6,331.64,351880
10345-999-1,Torkinib,50541-2,T47D,31.6,nM,6,hr,164.67,91.99,p-S6,27.52,338893
10345-999-1,Torkinib,50541-2,T47D,31.6,nM,24,hr,132.90,53.60,p-S6,13.00,352735
10172-101-2,GSK1059615,50541-2,T47D,100.0,nM,6,hr,164.04,98.99,p-S6,454.45,339344
10172-101-2,GSK1059615,50541-2,T47D,100.0,nM,24,hr,136.59,92.08,p-S6,280.44,352943
10057-102-1,MK2206,50541-2,T47D,100.0,nM,6,hr,97.67,36.57,p-S6,34.89,340190
10057-102-1,MK2206,50541-2,T47D,100.0,nM,24,hr,129.23,87.88,p-S6,388.78,353842
10280-999-2,Triciribine,50541-2,T47D,100.0,nM,6,hr,100.14,39.93,p-S6,51.70,340666
10280-999-2,Triciribine,50541-2,T47D,100.0,nM,24,hr,164.58,84.80,p-S6,393.63,350981
10232-101-2,Dactolisib,50541-2,T47D,100.0,nM,6,hr,90.18,40.47,p-S6,4.14,338713
10232-101-2,Dactolisib,50541-2,T47D,100.0,nM,24,hr,106.94,39.36,p-S6,5.92,351619
10098-101-2,Gefitinib,50091-2,AU565,316.0,nM,6,hr,229.96,58.85,p-S6,64.24,328283
10098-101-2,Gefitinib,50091-2,AU565,316.0,nM,24,hr,422.43,94.36,p-S6,441.87,341999
10345-999-1,Torkinib,50091-2,AU565,133.0,nM,6,hr,419.51,67.57,p-S6,21.02,329093
10345-999-1,Torkinib,50091-2,AU565,133.0,nM,24,hr,362.94,59.08,p-S6,10.45,342601
